ID,gemma_pred,qwen_pred,xone_pred,kanana_pred,label
FOLD0_01306,0.40820312,0.33789062,0.1015625,0.17089844,0
FOLD0_01307,0.28515625,0.33984375,0.3984375,0.39257812,0
FOLD0_01308,0.38085938,0.33203125,0.41210938,0.33789062,1
FOLD0_01309,0.83984375,0.98046875,0.98046875,0.9375,1
FOLD0_01310,0.3046875,0.28710938,0.33789062,0.28515625,1
FOLD0_01311,0.3046875,0.28710938,0.3359375,0.31835938,0
FOLD0_01312,0.93359375,0.84765625,0.84375,0.96484375,1
FOLD0_01313,0.31445312,0.29882812,0.2734375,0.2734375,0
FOLD0_01314,0.453125,0.78125,0.91796875,0.58984375,1
FOLD0_01315,0.875,0.7734375,0.390625,0.49414062,1
FOLD0_01316,0.37695312,0.30273438,0.29492188,0.27539062,1
FOLD0_01317,0.3203125,0.4140625,0.33984375,0.39648438,1
FOLD0_01318,0.4453125,0.359375,0.34375,0.31640625,0
FOLD0_01319,0.99609375,0.99609375,1.0,0.69921875,1
FOLD0_01320,1.0,1.0,1.0,1.0,1
FOLD0_01321,0.37304688,0.34960938,0.34375,0.29882812,0
FOLD0_01322,0.28515625,0.2578125,0.24023438,0.25976562,1
FOLD0_01323,0.39257812,0.85546875,0.5390625,0.75,0
FOLD0_01324,0.34960938,0.36523438,0.41015625,0.30078125,0
FOLD0_01325,1.0,1.0,1.0,1.0,1
FOLD0_01326,0.27148438,0.23925781,0.29882812,0.27929688,1
FOLD0_01327,1.0,1.0,1.0,1.0,1
FOLD0_01328,0.27539062,0.28125,0.27148438,0.24804688,1
FOLD0_01329,0.8359375,0.55859375,0.41015625,0.69921875,1
FOLD0_01330,0.328125,0.31835938,0.29296875,0.26367188,0
FOLD0_01331,0.27734375,0.2734375,0.26953125,0.2265625,0
FOLD0_01332,0.41796875,0.89453125,0.59375,0.43359375,0
FOLD0_01333,1.0,1.0,1.0,1.0,1
FOLD0_01334,0.38476562,0.44726562,0.484375,0.31835938,0
FOLD0_01335,0.921875,0.7109375,0.96484375,0.97265625,1
FOLD0_01336,0.29296875,0.27929688,0.32421875,0.30273438,0
FOLD0_01337,0.34960938,0.29101562,0.35351562,0.27148438,0
FOLD0_01338,0.3515625,0.35742188,0.33203125,0.31054688,0
FOLD0_01339,0.45703125,0.74609375,0.6328125,0.63671875,0
FOLD0_01340,0.47265625,0.56640625,0.9765625,0.42382812,0
FOLD0_01341,0.515625,0.22363281,0.3125,0.29492188,1
FOLD0_01342,0.24804688,0.2734375,0.28710938,0.28710938,0
FOLD0_01343,0.33789062,0.296875,0.30859375,0.265625,0
FOLD0_01344,0.34179688,0.35546875,0.3359375,0.29101562,1
FOLD0_01345,1.0,1.0,1.0,1.0,1
FOLD0_01346,0.984375,0.98828125,0.984375,0.9921875,1
FOLD0_01347,0.44921875,0.40820312,0.47070312,0.36132812,0
FOLD0_01348,0.27148438,0.31835938,0.32421875,0.31054688,0
FOLD0_01349,0.34179688,0.34570312,0.296875,0.37109375,0
FOLD0_01350,1.0,1.0,1.0,1.0,1
FOLD0_01351,0.31445312,0.19726562,0.296875,0.24804688,1
FOLD0_01352,0.29101562,0.35742188,0.28515625,0.33984375,1
FOLD0_01353,0.35546875,0.32617188,0.33984375,0.3046875,0
FOLD0_01354,0.26757812,0.34765625,0.28710938,0.27929688,0
FOLD0_01355,0.30664062,0.35742188,0.31835938,0.42382812,0
FOLD0_01356,0.42578125,0.49609375,0.41015625,0.63671875,0
FOLD0_01357,0.31835938,0.33203125,0.33007812,0.28125,1
FOLD0_01358,0.27148438,0.25976562,0.2734375,0.23730469,0
FOLD0_01359,0.3203125,0.32421875,0.36132812,0.30078125,0
FOLD0_01360,1.0,1.0,1.0,1.0,1
FOLD0_01361,1.0,1.0,1.0,1.0,1
FOLD0_01362,0.33789062,0.33203125,0.27929688,0.32421875,0
FOLD0_01363,0.26171875,0.22460938,0.26953125,0.25390625,0
FOLD0_01364,0.38476562,0.38476562,0.4921875,0.34765625,0
FOLD0_01365,0.34960938,0.33203125,0.36914062,0.390625,0
FOLD0_01366,0.265625,0.26953125,0.28125,0.24902344,1
FOLD0_01367,1.0,1.0,1.0,1.0,1
FOLD0_01368,0.38867188,0.4453125,0.45507812,0.3671875,0
FOLD0_01369,0.3671875,0.359375,0.41796875,0.45117188,0
FOLD0_01370,1.0,1.0,1.0,1.0,1
FOLD0_01371,0.30078125,0.5078125,0.31054688,0.46679688,1
FOLD0_01372,0.43359375,0.375,0.32226562,0.28710938,0
FOLD0_01373,0.33203125,0.28125,0.28710938,0.2890625,0
FOLD0_01374,1.0,1.0,1.0,1.0,1
FOLD0_01375,1.0,1.0,1.0,1.0,1
FOLD0_01376,0.41015625,0.31835938,0.29492188,0.3359375,0
FOLD0_01377,0.3046875,0.28710938,0.29296875,0.2890625,0
FOLD0_01378,1.0,1.0,1.0,1.0,1
FOLD0_01379,0.44140625,0.44140625,0.44921875,0.7578125,0
FOLD0_01380,0.33203125,0.3125,0.3671875,0.32421875,1
FOLD0_01381,0.4296875,0.33398438,0.34765625,0.35351562,0
FOLD0_01382,1.0,1.0,1.0,1.0,1
FOLD0_01383,0.34179688,0.30664062,0.41015625,0.31835938,0
FOLD0_01384,0.40820312,0.30664062,0.26757812,0.31835938,0
FOLD0_01385,0.3515625,0.43164062,0.3359375,0.359375,1
FOLD0_01386,0.32421875,0.32226562,0.328125,0.28320312,1
FOLD0_01387,0.34179688,0.30859375,0.33789062,0.33007812,0
FOLD0_01388,1.0,1.0,1.0,1.0,1
FOLD0_01389,0.29492188,0.40234375,0.31835938,0.26171875,1
FOLD0_01390,0.33789062,0.31445312,0.30664062,0.39453125,0
FOLD0_01391,0.5,0.82421875,0.4609375,0.78515625,1
FOLD0_01392,0.30664062,0.48046875,0.38476562,0.38671875,1
FOLD0_01393,0.80859375,0.85546875,0.98046875,0.94921875,1
FOLD0_01394,0.34960938,0.34960938,0.31054688,0.46289062,0
FOLD0_01395,0.453125,0.42578125,0.40234375,0.3046875,1
FOLD0_01396,0.31835938,0.31835938,0.30664062,0.29296875,0
FOLD0_01397,0.26953125,0.265625,0.26367188,0.29296875,0
FOLD0_01398,0.48046875,0.4453125,0.37695312,0.30664062,0
FOLD0_01399,0.99609375,1.0,1.0,0.9765625,1
FOLD0_01400,1.0,1.0,1.0,1.0,1
FOLD0_01401,0.36328125,0.41015625,0.32226562,0.43554688,0
FOLD0_01402,0.35546875,0.37890625,0.38867188,0.31445312,1
FOLD0_01403,0.25585938,0.23632812,0.2734375,0.42382812,0
FOLD0_01404,0.25390625,0.22363281,0.26757812,0.26171875,0
FOLD0_01405,0.2578125,0.31640625,0.37109375,0.24316406,0
FOLD0_01406,0.890625,0.81640625,0.671875,0.9296875,1
FOLD0_01407,0.34570312,0.359375,0.37109375,0.33203125,1
FOLD0_01408,0.24121094,0.22753906,0.26757812,0.25390625,0
FOLD0_01409,1.0,1.0,1.0,1.0,1
FOLD0_01410,0.46875,0.34960938,0.36523438,0.3125,1
FOLD0_01411,0.26953125,0.3671875,0.31640625,0.30078125,1
FOLD0_01412,0.3671875,0.43554688,0.3671875,0.34960938,0
FOLD0_01413,0.3046875,0.3125,0.30078125,0.359375,0
FOLD0_01414,1.0,1.0,1.0,1.0,1
FOLD0_01415,0.31054688,0.39648438,0.40429688,0.31835938,1
FOLD0_01416,0.34179688,0.30273438,0.31835938,0.33203125,0
FOLD0_01417,0.31054688,0.40820312,0.34765625,0.28515625,1
FOLD0_01418,0.24316406,0.33007812,0.30664062,0.29882812,1
FOLD0_01419,0.28710938,0.27148438,0.31835938,0.26367188,1
FOLD0_01420,1.0,1.0,1.0,1.0,1
FOLD0_01421,1.0,1.0,1.0,1.0,1
FOLD0_01422,0.31835938,0.33984375,0.31445312,0.3125,1
FOLD0_01423,1.0,1.0,1.0,1.0,1
FOLD0_01424,0.4453125,0.3671875,0.28710938,0.29296875,1
FOLD0_01425,1.0,1.0,1.0,1.0,1
FOLD0_01426,1.0,1.0,0.9921875,1.0,1
FOLD0_01427,0.296875,0.296875,0.27929688,0.29882812,0
FOLD0_01428,0.34179688,0.29101562,0.3359375,0.31835938,0
FOLD0_01429,0.28515625,0.34375,0.34375,0.29492188,0
FOLD0_01430,0.921875,0.67578125,0.98828125,0.87890625,1
FOLD0_01431,0.421875,0.30273438,0.44921875,0.37890625,0
FOLD0_01432,1.0,1.0,1.0,1.0,1
FOLD0_01433,0.37695312,0.34765625,0.3515625,0.31640625,0
FOLD0_01434,0.38867188,0.36914062,0.41015625,0.34960938,0
FOLD0_01435,0.49609375,0.37304688,0.31640625,0.35351562,0
FOLD0_01436,1.0,1.0,1.0,1.0,1
FOLD0_01437,0.40039062,0.4375,0.37304688,0.34375,0
FOLD0_01438,0.3515625,0.3984375,0.37890625,0.359375,0
FOLD0_01439,0.31835938,0.35742188,0.3359375,0.33984375,0
FOLD0_01440,0.984375,0.98828125,0.99609375,0.98828125,1
FOLD0_01441,1.0,1.0,1.0,1.0,1
FOLD0_01442,1.0,1.0,1.0,1.0,1
FOLD0_01443,0.1796875,0.25585938,0.33007812,0.28320312,0
FOLD0_01444,0.39257812,0.36328125,0.34570312,0.32226562,0
FOLD0_01445,0.37695312,0.38085938,0.35351562,0.296875,0
FOLD0_01446,1.0,1.0,1.0,1.0,1
FOLD0_01447,0.3671875,0.32617188,0.37304688,0.39257812,0
FOLD0_01448,0.34179688,0.49804688,0.32421875,0.296875,0
FOLD0_01449,0.34179688,0.30273438,0.3125,0.33789062,1
FOLD0_01450,0.26757812,0.25,0.31835938,0.28125,0
FOLD0_01451,0.34179688,0.25195312,0.34179688,0.29296875,0
FOLD0_01452,1.0,1.0,1.0,1.0,1
FOLD0_01453,0.30078125,0.2578125,0.33007812,0.32421875,1
FOLD0_01454,1.0,1.0,1.0,1.0,1
FOLD0_01455,0.30664062,0.33203125,0.27929688,0.31835938,0
FOLD0_01456,0.328125,0.3203125,0.35742188,0.484375,0
FOLD0_01457,0.31054688,0.31835938,0.33203125,0.3515625,0
FOLD0_01458,1.0,1.0,1.0,1.0,1
FOLD0_01459,0.37109375,0.49804688,0.6171875,0.80859375,1
FOLD0_01460,0.33398438,0.30859375,0.33789062,0.33789062,0
FOLD0_01461,0.31445312,0.359375,0.32226562,0.31445312,0
FOLD0_01462,0.359375,0.31640625,0.34960938,0.31835938,1
FOLD0_01463,1.0,1.0,1.0,1.0,1
FOLD0_01464,0.23925781,0.32421875,0.27929688,0.31640625,0
FOLD0_01465,1.0,1.0,1.0,1.0,1
FOLD0_01466,1.0,1.0,1.0,1.0,1
FOLD0_01467,0.26757812,0.24707031,0.33203125,0.28710938,1
FOLD0_01468,0.27734375,0.39453125,0.33203125,0.5,1
FOLD0_01469,0.28515625,0.31640625,0.31054688,0.25976562,1
FOLD0_01470,0.33398438,0.359375,0.33007812,0.3203125,0
FOLD0_01471,0.31835938,0.24023438,0.31445312,0.30078125,1
FOLD0_01472,0.36328125,0.35546875,0.34765625,0.30273438,1
FOLD0_01473,0.33203125,0.296875,0.31835938,0.30664062,0
FOLD0_01474,0.27539062,0.33398438,0.3046875,0.29101562,1
FOLD0_01475,1.0,1.0,0.9609375,1.0,1
FOLD0_01476,0.98828125,0.7578125,0.98828125,0.9453125,1
FOLD0_01477,0.8984375,0.41210938,0.65625,0.4609375,0
FOLD0_01478,0.29101562,0.24023438,0.21484375,0.29296875,1
FOLD0_01479,0.28515625,0.33398438,0.34570312,0.30273438,0
FOLD0_01480,0.34570312,0.29296875,0.35742188,0.28710938,0
FOLD0_01481,1.0,1.0,1.0,1.0,1
FOLD0_01482,0.99609375,1.0,1.0,1.0,1
FOLD0_01483,0.25195312,0.20117188,0.3125,0.26953125,0
FOLD0_01484,0.26367188,0.25585938,0.28515625,0.26171875,1
FOLD0_01485,0.29492188,0.29296875,0.28515625,0.25585938,1
FOLD0_01486,0.29101562,0.32617188,0.27734375,0.3203125,0
FOLD0_01487,0.29101562,0.29882812,0.29882812,0.30273438,0
FOLD0_01488,0.68359375,0.5390625,0.8203125,0.47265625,0
FOLD0_01489,0.29882812,0.26953125,0.27929688,0.25390625,0
FOLD0_01490,0.34570312,0.35742188,0.37695312,0.31835938,0
FOLD0_01491,0.35546875,0.3515625,0.30664062,0.28125,1
FOLD0_01492,0.28515625,0.19238281,0.28125,0.29296875,0
FOLD0_01493,0.34570312,0.390625,0.33789062,0.34960938,0
FOLD0_01494,0.33789062,0.35546875,0.36328125,0.34960938,1
FOLD0_01495,1.0,1.0,1.0,1.0,1
FOLD0_01496,0.31054688,0.30273438,0.26953125,0.26367188,1
FOLD0_01497,0.33203125,0.26367188,0.26367188,0.27734375,0
FOLD0_01498,0.5390625,0.45703125,0.42578125,0.4296875,1
FOLD0_01499,0.30664062,0.31835938,0.37695312,0.32617188,0
FOLD0_01500,0.37695312,0.3828125,0.35742188,0.31445312,0
FOLD0_01501,0.30664062,0.33398438,0.27148438,0.28710938,0
FOLD0_01502,0.96875,0.796875,0.97265625,0.87890625,1
FOLD0_01503,1.0,1.0,1.0,1.0,1
FOLD0_01504,0.39648438,0.33984375,0.38867188,0.41015625,0
FOLD0_01505,0.25390625,0.20800781,0.27929688,0.26367188,0
FOLD0_01506,0.28515625,0.27734375,0.31835938,0.34375,1
FOLD0_01507,0.37304688,0.9140625,0.60546875,0.609375,1
FOLD0_01508,0.31835938,0.296875,0.2734375,0.27148438,0
FOLD0_01509,0.37109375,0.359375,0.39453125,0.57421875,0
FOLD0_01510,0.9921875,0.99609375,0.99609375,0.98828125,1
FOLD0_01511,0.359375,0.28125,0.35742188,0.3203125,1
FOLD0_01512,0.328125,0.29882812,0.31835938,0.2734375,0
FOLD0_01513,0.85546875,0.43164062,0.96875,0.8046875,1
FOLD0_01514,1.0,1.0,1.0,1.0,1
FOLD0_01515,1.0,1.0,1.0,1.0,1
FOLD0_01516,0.31054688,0.30664062,0.44726562,0.44726562,1
FOLD0_01517,1.0,1.0,1.0,1.0,1
FOLD0_01518,1.0,1.0,1.0,1.0,1
FOLD0_01519,0.37695312,0.3125,0.31445312,0.33203125,0
FOLD0_01520,0.26171875,0.27148438,0.26953125,0.27148438,1
FOLD0_01521,0.33398438,0.390625,0.328125,0.32226562,0
FOLD0_01522,0.9609375,0.98828125,1.0,0.85546875,1
FOLD0_01523,0.359375,0.33203125,0.31640625,0.28125,0
FOLD0_01524,0.29296875,0.31445312,0.31835938,0.33789062,0
FOLD0_01525,0.33789062,0.2734375,0.34570312,0.32226562,0
FOLD0_01526,0.33398438,0.41210938,0.40820312,0.27734375,0
FOLD0_01527,0.98046875,0.98828125,0.9921875,0.9921875,1
FOLD0_01528,0.3671875,0.31835938,0.24023438,0.3359375,0
FOLD0_01529,0.29101562,0.39648438,0.33789062,0.29492188,0
FOLD0_01530,0.4140625,0.34570312,0.43164062,0.34570312,0
FOLD0_01531,0.31054688,0.30273438,0.30078125,0.265625,0
FOLD0_01532,0.3671875,0.39257812,0.38085938,0.31445312,1
FOLD0_01533,0.2265625,0.29101562,0.27929688,0.296875,0
FOLD0_01534,0.34960938,0.31054688,0.31054688,0.2890625,0
FOLD0_01535,0.296875,0.31445312,0.30859375,0.27929688,0
FOLD0_01536,0.99609375,0.984375,1.0,0.96875,1
FOLD0_01537,0.29492188,0.22070312,0.28710938,0.25585938,0
FOLD0_01538,0.31445312,0.31640625,0.34960938,0.2578125,0
FOLD0_01539,0.3515625,0.421875,0.35351562,0.38671875,1
FOLD0_01540,0.32421875,0.34179688,0.30664062,0.296875,0
FOLD0_01541,1.0,1.0,1.0,1.0,1
FOLD0_01542,0.32421875,0.31640625,0.35742188,0.29101562,0
FOLD0_01543,0.39257812,0.3203125,0.45703125,0.3671875,1
FOLD0_01544,0.32421875,0.36132812,0.296875,0.2734375,1
FOLD0_01545,0.984375,0.95703125,0.953125,0.921875,1
FOLD0_01546,0.33398438,0.3359375,0.33203125,0.28710938,1
FOLD0_01547,0.265625,0.3046875,0.2578125,0.25585938,1
FOLD0_01548,0.25390625,0.30273438,0.2734375,0.24609375,0
FOLD0_01549,0.31054688,0.30664062,0.34375,0.2734375,0
FOLD0_01550,0.3515625,0.33984375,0.31835938,0.27539062,1
FOLD0_01551,0.2421875,0.265625,0.2734375,0.27734375,0
FOLD0_01552,1.0,1.0,1.0,1.0,1
FOLD0_01553,0.3203125,0.33984375,0.3515625,0.296875,0
FOLD0_01554,1.0,1.0,1.0,1.0,1
FOLD0_01555,0.31445312,0.31445312,0.27539062,0.3125,1
FOLD0_01556,0.39648438,0.88671875,0.35546875,0.41796875,0
FOLD0_01557,0.35546875,0.36914062,0.41601562,0.50390625,1
FOLD0_01558,1.0,1.0,1.0,1.0,1
FOLD0_01559,0.22265625,0.31835938,0.2578125,0.265625,1
FOLD0_01560,0.28710938,0.29882812,0.26367188,0.32226562,1
FOLD0_01561,1.0,1.0,1.0,1.0,1
FOLD0_01562,0.34570312,0.3671875,0.34570312,0.42382812,0
FOLD0_01563,1.0,1.0,1.0,1.0,1
FOLD0_01564,0.265625,0.28320312,0.27734375,0.2578125,0
FOLD0_01565,1.0,1.0,1.0,1.0,1
FOLD0_01566,0.35546875,0.9609375,0.42578125,0.62109375,1
FOLD0_01567,0.22949219,0.22949219,0.3125,0.3203125,1
FOLD0_01568,0.3046875,0.3046875,0.328125,0.3203125,0
FOLD0_01569,0.27734375,0.3125,0.30078125,0.24023438,1
FOLD0_01570,0.29492188,0.22949219,0.26757812,0.30078125,1
FOLD0_01571,0.98046875,0.84765625,0.98046875,0.6875,1
FOLD0_01572,0.99609375,1.0,0.9765625,0.99609375,1
FOLD0_01573,1.0,1.0,1.0,1.0,1
FOLD0_01574,1.0,1.0,1.0,1.0,1
FOLD0_01575,0.28320312,0.23144531,0.26757812,0.24023438,0
FOLD0_01576,0.32421875,0.30078125,0.34179688,0.328125,1
FOLD0_01577,1.0,1.0,1.0,1.0,1
FOLD0_01578,0.30664062,0.32421875,0.27148438,0.32617188,0
FOLD0_01579,0.9609375,0.77734375,0.91796875,0.94140625,1
FOLD0_01580,0.484375,0.796875,0.48242188,0.41210938,1
FOLD0_01581,0.28515625,0.2734375,0.32617188,0.27734375,1
FOLD0_01582,0.3046875,0.24121094,0.3984375,0.36328125,0
FOLD0_01583,0.43359375,0.79296875,0.37695312,0.46679688,1
FOLD0_01584,0.38085938,0.3359375,0.4140625,0.37304688,0
FOLD0_01585,0.29492188,0.29296875,0.3046875,0.29296875,1
FOLD0_01586,0.33203125,0.24121094,0.27734375,0.2890625,0
FOLD0_01587,0.96484375,1.0,0.9609375,0.9375,1
FOLD0_01588,1.0,1.0,1.0,1.0,1
FOLD0_01589,0.30078125,0.34960938,0.29492188,0.27929688,0
FOLD0_01590,0.33203125,0.30664062,0.328125,0.31054688,0
FOLD0_01591,0.34960938,0.31640625,0.35546875,0.3125,1
FOLD0_01592,0.30273438,0.41015625,0.34960938,0.40429688,0
FOLD0_01593,0.296875,0.4140625,0.296875,0.52734375,0
FOLD0_01594,1.0,1.0,1.0,1.0,1
FOLD0_01595,1.0,1.0,0.98828125,1.0,1
FOLD0_01596,1.0,1.0,1.0,1.0,1
FOLD0_01597,0.23632812,0.23632812,0.26171875,0.24707031,0
FOLD0_01598,0.30078125,0.31445312,0.375,0.33398438,0
FOLD0_01599,0.20898438,0.30664062,0.48632812,0.26367188,0
FOLD0_01600,1.0,1.0,1.0,1.0,1
FOLD0_01601,0.34960938,0.35351562,0.36914062,0.32617188,0
FOLD0_01602,0.33203125,0.2265625,0.328125,0.25976562,0
FOLD0_01603,0.30078125,0.29101562,0.2890625,0.31835938,0
FOLD0_01604,0.796875,0.9453125,0.61328125,0.65234375,1
FOLD0_01605,1.0,1.0,1.0,1.0,1
FOLD0_01606,0.34570312,0.28710938,0.3203125,0.25976562,0
FOLD0_01607,0.29101562,0.30859375,0.31054688,0.28125,0
FOLD0_01608,0.29101562,0.28710938,0.29101562,0.25976562,0
FOLD0_01609,0.28515625,0.30273438,0.26953125,0.28515625,0
FOLD0_01610,0.47265625,0.4921875,0.6171875,0.47460938,0
FOLD0_01611,0.33789062,0.29882812,0.29101562,0.28320312,0
FOLD0_01612,1.0,1.0,1.0,1.0,1
FOLD0_01613,0.52734375,0.42382812,0.32421875,0.36132812,0
FOLD0_01614,0.18847656,0.28710938,0.3515625,0.28320312,0
FOLD0_01615,1.0,1.0,1.0,1.0,1
FOLD0_01616,0.37304688,0.36132812,0.44335938,0.3359375,0
FOLD0_01617,0.33789062,0.34960938,0.328125,0.3125,0
FOLD0_01618,0.95703125,0.95703125,1.0,0.97265625,1
FOLD0_01619,1.0,1.0,1.0,1.0,1
FOLD0_01620,0.38085938,0.38867188,0.34570312,0.3515625,0
FOLD0_01621,0.37695312,0.41015625,0.37695312,0.515625,0
FOLD0_01622,0.98828125,0.9921875,0.99609375,0.953125,1
FOLD0_01623,1.0,1.0,1.0,1.0,1
FOLD0_01624,1.0,0.99609375,0.99609375,0.98046875,1
FOLD0_01625,0.9921875,0.890625,0.984375,0.8203125,1
FOLD0_01626,0.29101562,0.33398438,0.30273438,0.26367188,0
FOLD0_01627,0.5,0.4140625,0.66015625,0.75,0
FOLD0_01628,0.51171875,0.5234375,0.67578125,0.58203125,0
FOLD0_01629,0.43359375,0.41015625,0.44335938,0.4453125,0
FOLD0_01630,1.0,1.0,1.0,1.0,1
FOLD0_01631,0.38085938,0.52734375,0.4375,0.40820312,1
FOLD0_01632,0.33203125,0.33203125,0.33203125,0.34375,0
FOLD0_01633,0.30078125,0.29101562,0.296875,0.32421875,1
FOLD0_01634,0.38085938,0.37109375,0.37695312,0.32421875,0
FOLD0_01635,0.98828125,0.97265625,0.98046875,0.98828125,1
FOLD0_01636,0.29492188,0.29296875,0.28515625,0.27539062,0
FOLD0_01637,0.26953125,0.3359375,0.2890625,0.33984375,1
FOLD0_01638,0.23925781,0.29296875,0.28710938,0.28125,1
FOLD0_01639,0.49609375,0.38476562,0.578125,0.5078125,0
FOLD0_01640,0.38476562,0.31640625,0.3359375,0.3125,0
FOLD0_01641,0.3515625,0.32421875,0.35546875,0.31835938,0
FOLD0_01642,0.36328125,0.34570312,0.31835938,0.34960938,0
FOLD0_01643,0.51171875,0.55078125,0.63671875,0.35742188,1
FOLD0_01644,1.0,1.0,1.0,1.0,1
FOLD0_01645,0.1953125,0.25585938,0.27539062,0.22851562,0
FOLD0_01646,0.9375,0.984375,0.90234375,0.89453125,1
FOLD0_01647,0.28125,0.20898438,0.33203125,0.3203125,0
FOLD0_01648,1.0,1.0,1.0,1.0,1
FOLD0_01649,0.5234375,0.6796875,0.35742188,0.37109375,1
FOLD0_01650,0.32421875,0.28320312,0.29101562,0.32421875,1
FOLD0_01651,0.76171875,0.74609375,0.6796875,0.53515625,0
FOLD0_01652,0.29492188,0.2734375,0.2734375,0.25585938,1
FOLD0_01653,0.31445312,0.28515625,0.34570312,0.27929688,0
FOLD0_01654,0.28710938,0.36328125,0.36132812,0.33398438,0
FOLD0_01655,0.98046875,0.98828125,0.97265625,0.9921875,1
FOLD0_01656,0.265625,0.32617188,0.26953125,0.31640625,0
FOLD0_01657,0.26953125,0.32226562,0.30273438,0.29101562,0
FOLD0_01658,0.94921875,0.859375,0.97265625,0.94140625,1
FOLD0_01659,0.30078125,0.3046875,0.31054688,0.34179688,1
FOLD0_01660,1.0,0.984375,0.98828125,1.0,1
FOLD0_01661,0.984375,0.98046875,0.54296875,0.99609375,1
FOLD0_01662,0.91796875,0.99609375,0.99609375,0.9609375,1
FOLD0_01663,1.0,1.0,1.0,1.0,1
FOLD0_01664,0.51171875,0.89453125,0.47851562,0.62890625,1
FOLD0_01665,0.9765625,0.9609375,0.984375,0.92578125,1
FOLD0_01666,0.28320312,0.25,0.33984375,0.3203125,0
FOLD0_01667,0.9921875,0.9921875,0.9921875,0.99609375,1
FOLD0_01668,1.0,1.0,1.0,1.0,1
FOLD0_01669,0.35546875,0.328125,0.3515625,0.26757812,0
FOLD0_01670,1.0,1.0,1.0,1.0,1
FOLD0_01671,0.38867188,0.35546875,0.34179688,0.37304688,0
FOLD0_01672,0.34570312,0.3515625,0.34179688,0.28710938,0
FOLD0_01673,1.0,1.0,1.0,1.0,1
FOLD0_01674,1.0,1.0,1.0,1.0,1
FOLD0_01675,0.3515625,0.390625,0.359375,0.3359375,0
FOLD0_01676,1.0,1.0,1.0,1.0,1
FOLD0_01677,0.296875,0.24902344,0.26953125,0.26367188,1
FOLD0_01678,0.26367188,0.24121094,0.33007812,0.2578125,0
FOLD0_01679,0.46484375,0.39257812,0.31445312,0.35546875,1
FOLD0_01680,0.28515625,0.328125,0.3203125,0.27148438,1
FOLD0_01681,0.28125,0.20019531,0.2890625,0.25390625,0
FOLD0_01682,0.28125,0.29882812,0.29492188,0.3125,1
FOLD0_01683,0.31445312,0.23242188,0.28710938,0.2890625,0
FOLD0_01684,0.328125,0.3359375,0.31835938,0.31640625,0
FOLD0_01685,0.3125,0.3125,0.32421875,0.30273438,0
FOLD0_01686,1.0,1.0,1.0,1.0,1
FOLD0_01687,0.18847656,0.2109375,0.28710938,0.18359375,0
FOLD0_01688,0.31835938,0.25195312,0.3046875,0.30078125,0
FOLD0_01689,0.96875,0.9609375,0.98046875,0.8515625,0
FOLD0_01690,0.29492188,0.359375,0.35742188,0.3125,0
FOLD0_01691,1.0,1.0,1.0,1.0,1
FOLD0_01692,0.28515625,0.27148438,0.32617188,0.24804688,1
FOLD0_01693,0.26953125,0.29882812,0.29882812,0.31835938,1
FOLD0_01694,0.984375,0.91796875,0.98828125,0.9921875,1
FOLD0_01695,0.30664062,0.40234375,0.33007812,0.3359375,0
FOLD0_01696,0.359375,0.40234375,0.37695312,0.35546875,0
FOLD0_01697,0.24609375,0.25,0.3359375,0.3671875,0
FOLD0_01698,0.37304688,0.33203125,0.36914062,0.33789062,1
FOLD0_01699,0.28710938,0.3203125,0.36132812,0.36523438,1
FOLD0_01700,1.0,1.0,1.0,1.0,1
FOLD0_01701,0.34960938,0.32421875,0.38476562,0.31054688,0
FOLD0_01702,0.33203125,0.33984375,0.34375,0.29492188,0
FOLD0_01703,0.3046875,0.32226562,0.30664062,0.27148438,0
FOLD0_01704,0.30664062,0.31835938,0.31640625,0.28125,0
FOLD0_01705,1.0,1.0,1.0,1.0,1
FOLD0_01706,0.3515625,0.36132812,0.3515625,0.28710938,0
FOLD0_01707,0.38476562,0.40820312,0.36523438,0.30273438,0
FOLD0_01708,0.22949219,0.25195312,0.3125,0.3046875,0
FOLD0_01709,0.3515625,0.27734375,0.35351562,0.26953125,0
FOLD0_01710,0.3515625,0.37109375,0.32617188,0.36914062,1
FOLD0_01711,0.36328125,0.32226562,0.30859375,0.34179688,0
FOLD0_01712,0.23535156,0.18066406,0.26757812,0.28710938,0
FOLD0_01713,0.31835938,0.30273438,0.41796875,0.3203125,0
FOLD0_01714,1.0,1.0,1.0,1.0,1
FOLD0_01715,1.0,1.0,1.0,1.0,1
FOLD0_01716,0.421875,0.84375,0.375,0.6171875,0
FOLD0_01717,0.44921875,0.41015625,0.40429688,0.29492188,1
FOLD0_01718,0.33203125,0.35546875,0.265625,0.27929688,1
FOLD0_01719,0.2421875,0.26953125,0.26757812,0.28515625,0
FOLD0_01720,0.20605469,0.265625,0.32421875,0.265625,0
FOLD0_01721,0.28125,0.24707031,0.27929688,0.265625,0
FOLD0_01722,0.38476562,0.34179688,0.32226562,0.27734375,1
FOLD0_01723,0.33789062,0.31835938,0.35546875,0.35546875,1
FOLD0_01724,1.0,1.0,1.0,1.0,1
FOLD0_01725,0.26757812,0.19726562,0.28710938,0.25390625,0
FOLD0_01726,0.22949219,0.27734375,0.23144531,0.24707031,0
FOLD0_01727,1.0,1.0,1.0,1.0,1
FOLD0_01728,0.3203125,0.32421875,0.31835938,0.31835938,0
